"Région","Province","Arrondissement","Commune","Année","Type de bâtiment","Prix médian","Nombre de ventes"
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Borsbeek","2017","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",290000,61
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Borsbeek","2018","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",260000,53
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Borsbeek","2018","Maisons avec 4 ou plus de façades (type ouvert)",,2
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Borsbeek","2018","Appartements",172000,68
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Borsbeek","2018","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",260000,55
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Borsbeek","2019","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",299500,74
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Borsbeek","2019","Maisons avec 4 ou plus de façades (type ouvert)",,7
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Borsbeek","2019","Appartements",188000,105
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Borsbeek","2019","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",302500,81
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Borsbeek","2020","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",,
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Borsbeek","2020","Maisons avec 4 ou plus de façades (type ouvert)",,
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Borsbeek","2020","Appartements",,
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Borsbeek","2020","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",,
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brasschaat","2010","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",260000,211
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brasschaat","2010","Maisons avec 4 ou plus de façades (type ouvert)",492000,125
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brasschaat","2010","Appartements",180000,125
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brasschaat","2010","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",300000,336
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brasschaat","2011","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",270000,213
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brasschaat","2011","Maisons avec 4 ou plus de façades (type ouvert)",510000,111
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brasschaat","2011","Appartements",206200,139
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brasschaat","2011","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",305000,324
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brasschaat","2012","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",275000,166
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brasschaat","2012","Maisons avec 4 ou plus de façades (type ouvert)",515000,119
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brasschaat","2012","Appartements",206250,131
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brasschaat","2012","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",315000,285
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brasschaat","2013","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",285000,184
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brasschaat","2013","Maisons avec 4 ou plus de façades (type ouvert)",440000,99
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brasschaat","2013","Appartements",201000,120
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brasschaat","2013","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",319000,283
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brasschaat","2014","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",261713,225
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brasschaat","2014","Maisons avec 4 ou plus de façades (type ouvert)",450000,127
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brasschaat","2014","Appartements",220000,148
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brasschaat","2014","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",308500,352
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brasschaat","2015","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",270000,180
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brasschaat","2015","Maisons avec 4 ou plus de façades (type ouvert)",449500,133
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brasschaat","2015","Appartements",200000,146
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brasschaat","2015","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",308500,313
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brasschaat","2016","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",280000,223
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brasschaat","2016","Maisons avec 4 ou plus de façades (type ouvert)",460000,128
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brasschaat","2016","Appartements",220000,158
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brasschaat","2016","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",320000,351
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brasschaat","2017","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",269500,225
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brasschaat","2017","Maisons avec 4 ou plus de façades (type ouvert)",526000,125
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brasschaat","2017","Appartements",220000,151
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brasschaat","2017","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",315000,350
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brasschaat","2018","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",300000,239
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brasschaat","2018","Maisons avec 4 ou plus de façades (type ouvert)",469000,133
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brasschaat","2018","Appartements",225000,184
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brasschaat","2018","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",335000,372
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brasschaat","2019","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",330000,307
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brasschaat","2019","Maisons avec 4 ou plus de façades (type ouvert)",545000,172
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brasschaat","2019","Appartements",232000,200
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brasschaat","2019","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",370000,479
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brasschaat","2020","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",,
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brasschaat","2020","Maisons avec 4 ou plus de façades (type ouvert)",,
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brasschaat","2020","Appartements",,
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brasschaat","2020","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",,
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brecht","2010","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",242250,66
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brecht","2010","Maisons avec 4 ou plus de façades (type ouvert)",287500,134
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brecht","2010","Appartements",190000,26
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brecht","2010","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",265000,200
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brecht","2011","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",220000,69
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brecht","2011","Maisons avec 4 ou plus de façades (type ouvert)",305000,144
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brecht","2011","Appartements",201500,36
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brecht","2011","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",265000,213
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brecht","2012","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",235000,69
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brecht","2012","Maisons avec 4 ou plus de façades (type ouvert)",315000,160
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brecht","2012","Appartements",210000,30
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brecht","2012","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",299000,229
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brecht","2013","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",240000,58
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brecht","2013","Maisons avec 4 ou plus de façades (type ouvert)",310000,174
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brecht","2013","Appartements",227500,28
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brecht","2013","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",290000,232
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brecht","2014","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",257500,88
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brecht","2014","Maisons avec 4 ou plus de façades (type ouvert)",315000,179
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brecht","2014","Appartements",221500,38
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brecht","2014","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",296500,267
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brecht","2015","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",225000,57
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brecht","2015","Maisons avec 4 ou plus de façades (type ouvert)",315000,158
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brecht","2015","Appartements",225000,37
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brecht","2015","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",291750,215
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brecht","2016","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",242500,74
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brecht","2016","Maisons avec 4 ou plus de façades (type ouvert)",327000,179
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brecht","2016","Appartements",225000,46
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brecht","2016","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",300000,253
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brecht","2017","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",250000,71
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brecht","2017","Maisons avec 4 ou plus de façades (type ouvert)",325000,179
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brecht","2017","Appartements",225000,27
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brecht","2017","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",310000,250
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brecht","2018","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",271250,82
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brecht","2018","Maisons avec 4 ou plus de façades (type ouvert)",340500,201
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brecht","2018","Appartements",235000,39
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brecht","2018","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",317000,283
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brecht","2019","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",300000,102
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brecht","2019","Maisons avec 4 ou plus de façades (type ouvert)",359000,245
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brecht","2019","Appartements",257500,68
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brecht","2019","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",338000,347
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brecht","2020","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",,
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brecht","2020","Maisons avec 4 ou plus de façades (type ouvert)",,
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brecht","2020","Appartements",,
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Brecht","2020","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",,
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Edegem","2010","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",260000,141
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Edegem","2010","Maisons avec 4 ou plus de façades (type ouvert)",515000,22
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Edegem","2010","Appartements",150000,120
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Edegem","2010","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",270000,163
"Région flamande","Province d’Anvers","Arrondissement d’Anvers","Edegem","2011","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",256000,157
