,source,postcode,house_is,property_subtype,price,rooms_number,area,equipped_kitchen_has,furnished,open_fire,terrace,terrace_area,garden,garden_area,land_surface,facades_number,swimming_pool_has,region,building_state_agg,price_m_by_postcode,latitude,longitude
762,6,1700,True,APARTMENT_BLOCK,725000.0,0.0,284.0,True,False,False,False,0.0,False,0.0,548.0,,False,F,good,191450.77,50.84,4.27
763,6,1083,True,APARTMENT_BLOCK,1200000.0,4.0,590.0,False,False,False,False,0.0,False,0.0,243.0,,False,B,good,152162.26,50.87,4.32
766,6,1070,True,APARTMENT_BLOCK,649000.0,4.0,280.0,False,False,False,True,0.0,True,68.0,150.0,,False,B,to_renovate,138887.74,50.84,4.31
769,6,4020,True,APARTMENT_BLOCK,320000.0,4.0,142.0,True,False,False,True,0.0,False,0.0,613.0,,False,W,good,120694.32,50.65,5.57
770,6,4400,True,APARTMENT_BLOCK,450000.0,0.0,268.0,False,False,False,False,0.0,False,0.0,1620.0,,False,W,good,62511.03,50.6,5.46
774,6,4020,True,APARTMENT_BLOCK,239000.0,4.0,228.0,True,False,False,True,70.0,False,0.0,140.0,,False,W,to_renovate,120694.32,50.65,5.57
791,6,1060,True,APARTMENT_BLOCK,695000.0,6.0,350.0,False,False,False,True,5.0,True,18.0,0.0,,False,B,to_renovate,182463.35,50.83,4.35
792,6,4020,True,APARTMENT_BLOCK,299000.0,8.0,275.0,True,False,False,True,30.0,False,0.0,0.0,,False,W,to_renovate,120694.32,50.65,5.57
797,6,3290,True,APARTMENT_BLOCK,895000.0,11.0,405.0,True,False,False,True,0.0,False,0.0,180.0,,False,F,good,178455.8,50.98,5.05
798,6,1150,True,APARTMENT_BLOCK,3500000.0,0.0,1796.0,False,False,False,True,172.0,False,0.0,1200.0,,False,B,to_renovate,275544.13,50.83,4.44
799,6,4100,True,APARTMENT_BLOCK,450000.0,3.0,350.0,True,False,False,True,10.0,True,50.0,500.0,,False,W,good,123502.89,50.6,5.51
803,6,7000,True,APARTMENT_BLOCK,650000.0,7.0,302.0,False,False,False,False,0.0,False,0.0,100.0,,False,W,good,121323.49,50.45,3.95
808,6,7500,True,APARTMENT_BLOCK,175000.0,3.0,153.0,False,False,False,False,0.0,False,0.0,58.0,,False,W,good,127234.19,50.61,3.39
809,6,5000,True,APARTMENT_BLOCK,239000.0,6.0,137.0,True,False,False,False,0.0,False,0.0,0.0,,False,W,good,151615.67,50.46,4.85
811,6,7000,True,APARTMENT_BLOCK,289500.0,2.0,151.0,False,False,False,False,0.0,False,0.0,450.0,,False,W,good,121323.49,50.45,3.95
817,6,7140,True,APARTMENT_BLOCK,630000.0,10.0,570.0,True,False,False,True,0.0,False,0.0,0.0,,False,W,good,63817.86,50.45,4.25
819,6,1300,True,APARTMENT_BLOCK,765000.0,6.0,292.0,False,False,False,True,0.0,False,0.0,860.0,,False,W,good,185376.33,50.72,4.61
820,6,1050,True,APARTMENT_BLOCK,949000.0,8.0,208.0,True,False,False,True,45.0,False,0.0,112.0,,False,B,good,245049.04,50.82,4.38
821,6,1030,True,APARTMENT_BLOCK,1000000.0,4.0,400.0,False,False,False,True,0.0,False,0.0,143.0,,False,B,good,175825.22,50.87,4.37
830,6,7000,True,APARTMENT_BLOCK,360000.0,4.0,165.0,True,False,False,False,0.0,False,0.0,0.0,,False,W,good,121323.49,50.45,3.95
837,6,1600,True,APARTMENT_BLOCK,1950000.0,20.0,654.0,False,False,False,True,0.0,False,0.0,758.0,,False,F,good,172337.54,50.78,4.25
851,6,5000,True,APARTMENT_BLOCK,359000.0,0.0,300.0,True,False,False,True,6.0,True,100.0,100.0,,False,W,to_renovate,151615.67,50.46,4.85
852,6,6000,True,APARTMENT_BLOCK,150000.0,3.0,140.0,False,False,False,False,0.0,False,0.0,100.0,,False,W,good,88085.67,50.42,4.45
856,6,4000,True,APARTMENT_BLOCK,199000.0,3.0,144.0,True,False,False,True,5.0,False,0.0,0.0,,False,W,to_renovate,120694.32,50.65,5.57
857,6,1080,True,APARTMENT_BLOCK,330000.0,4.0,180.0,True,False,False,False,0.0,False,0.0,700.0,,False,B,to_renovate,155348.19,50.85,4.32
859,6,1060,True,APARTMENT_BLOCK,470000.0,6.0,300.0,True,False,False,False,0.0,False,0.0,128.0,,False,B,good,182463.35,50.83,4.35
862,6,7850,True,APARTMENT_BLOCK,310000.0,4.0,180.0,True,False,False,False,0.0,False,0.0,100.0,,False,W,good,114375.98,50.69,4.04
865,6,1000,True,APARTMENT_BLOCK,495000.0,6.0,250.0,False,False,False,False,0.0,False,0.0,155.0,,False,B,good,188165.24,50.85,4.35
866,6,1090,True,APARTMENT_BLOCK,940000.0,8.0,485.0,False,False,False,False,0.0,False,0.0,132.0,,False,B,good,151906.67,50.88,4.33
867,6,4000,True,APARTMENT_BLOCK,129900.0,3.0,130.0,True,False,False,True,13.0,False,0.0,0.0,,False,W,to_renovate,120694.32,50.65,5.57
874,6,4800,True,APARTMENT_BLOCK,125000.0,0.0,165.0,False,False,False,False,0.0,False,0.0,94.0,,False,W,to_renovate,119708.89,50.59,5.86
876,6,7850,True,APARTMENT_BLOCK,410000.0,6.0,200.0,True,False,False,False,0.0,False,0.0,69.0,,False,W,renovated,114375.98,50.69,4.04
877,6,1780,True,APARTMENT_BLOCK,870000.0,5.0,330.0,True,False,False,True,38.0,True,78.0,0.0,,False,F,good,202128.44,50.91,4.31
878,6,1080,True,APARTMENT_BLOCK,569000.0,7.0,225.0,True,False,False,True,20.0,False,0.0,0.0,,False,B,to_renovate,155348.19,50.85,4.32
879,6,1080,True,APARTMENT_BLOCK,1400000.0,5.0,307.0,True,False,False,True,200.0,False,0.0,804.0,,False,B,to_renovate,155348.19,50.85,4.32
881,6,1070,True,APARTMENT_BLOCK,415000.0,5.0,315.0,True,False,False,False,0.0,False,0.0,0.0,,False,B,good,138887.74,50.84,4.31
886,6,6000,True,APARTMENT_BLOCK,279000.0,6.0,280.0,True,False,False,False,0.0,False,0.0,0.0,,False,W,good,88085.67,50.42,4.45
891,6,4000,True,APARTMENT_BLOCK,295000.0,6.0,141.0,True,True,False,False,0.0,False,0.0,0.0,,False,W,good,120694.32,50.65,5.57
895,6,1000,True,APARTMENT_BLOCK,750000.0,7.0,365.0,False,False,False,False,0.0,False,0.0,0.0,,False,B,to_renovate,188165.24,50.85,4.35
896,6,1090,True,APARTMENT_BLOCK,800000.0,3.0,195.0,True,False,False,True,25.0,False,0.0,785.0,,False,B,good,151906.67,50.88,4.33
897,6,1080,True,APARTMENT_BLOCK,1200000.0,1.0,500.0,True,False,False,False,0.0,False,0.0,379.0,,False,B,good,155348.19,50.85,4.32
902,6,1080,True,APARTMENT_BLOCK,629000.0,7.0,470.0,False,False,False,False,0.0,False,0.0,100.0,,False,B,to_renovate,155348.19,50.85,4.32
903,6,4100,True,APARTMENT_BLOCK,159000.0,3.0,194.0,True,False,False,True,0.0,False,0.0,0.0,,False,W,good,123502.89,50.6,5.51
907,6,1080,True,APARTMENT_BLOCK,460000.0,0.0,175.0,False,False,False,False,0.0,False,0.0,0.0,,False,B,good,155348.19,50.85,4.32
912,6,9600,True,APARTMENT_BLOCK,329000.0,2.0,180.0,True,False,False,False,0.0,False,0.0,60.0,,False,F,good,136832.46,50.75,3.6
924,6,4040,True,APARTMENT_BLOCK,499000.0,6.0,520.0,False,False,False,False,0.0,False,0.0,500.0,,False,W,good,109076.0,50.67,5.64
930,6,1030,True,APARTMENT_BLOCK,539900.0,5.0,255.0,False,False,False,True,0.0,True,100.0,197.0,,False,B,to_renovate,175825.22,50.87,4.37
931,6,4000,True,APARTMENT_BLOCK,360000.0,7.0,199.0,True,False,False,True,15.0,False,0.0,74.0,,False,W,good,120694.32,50.65,5.57
933,6,7140,True,APARTMENT_BLOCK,455000.0,6.0,390.0,True,False,False,False,0.0,False,0.0,310.0,,False,W,good,63817.86,50.45,4.25
934,6,7000,True,APARTMENT_BLOCK,530000.0,0.0,376.0,False,False,False,False,0.0,False,0.0,2075.0,,False,W,good,121323.49,50.45,3.95
937,6,1070,True,APARTMENT_BLOCK,499000.0,5.0,200.0,False,False,False,False,0.0,False,0.0,0.0,,False,B,good,138887.74,50.84,4.31
938,6,4460,True,APARTMENT_BLOCK,230000.0,3.0,155.0,False,False,False,True,0.0,True,347.0,390.0,,False,W,good,42711.15,50.64,5.5
941,6,1030,True,APARTMENT_BLOCK,429000.0,4.0,220.0,False,False,False,False,0.0,False,0.0,0.0,,False,B,to_renovate,175825.22,50.87,4.37
945,6,1050,True,APARTMENT_BLOCK,1095000.0,6.0,255.0,False,False,False,True,40.0,True,275.0,0.0,,False,B,good,245049.04,50.82,4.38
950,6,1070,True,APARTMENT_BLOCK,825000.0,9.0,290.0,False,False,False,False,0.0,False,0.0,75.0,,False,B,good,138887.74,50.84,4.31
952,6,4000,True,APARTMENT_BLOCK,270000.0,5.0,244.0,True,False,False,True,5.0,False,0.0,0.0,,False,W,to_renovate,120694.32,50.65,5.57
953,6,4020,True,APARTMENT_BLOCK,160000.0,2.0,173.0,True,False,False,True,34.0,False,0.0,150.0,,False,W,good,120694.32,50.65,5.57
955,6,1050,True,APARTMENT_BLOCK,1425000.0,6.0,400.0,True,False,False,False,0.0,True,100.0,184.0,,False,B,good,245049.04,50.82,4.38
959,6,1060,True,APARTMENT_BLOCK,490000.0,5.0,296.0,True,False,False,False,0.0,False,0.0,95.0,,False,B,good,182463.35,50.83,4.35
961,6,4460,True,APARTMENT_BLOCK,305000.0,6.0,240.0,True,False,False,True,42.0,True,60.0,0.0,,False,W,good,42711.15,50.64,5.5
965,6,7170,True,APARTMENT_BLOCK,309000.0,4.0,180.0,True,False,True,True,0.0,False,0.0,0.0,,False,W,good,106014.22,50.5,4.23
969,6,1000,True,APARTMENT_BLOCK,1300000.0,11.0,330.0,True,False,False,True,0.0,False,0.0,137.0,,False,B,good,188165.24,50.85,4.35
971,6,4820,True,APARTMENT_BLOCK,198000.0,8.0,230.0,True,False,False,True,18.0,False,0.0,112.0,,False,W,to_renovate,45751.09,50.61,5.85
976,6,1070,True,APARTMENT_BLOCK,795000.0,7.0,450.0,True,False,False,True,10.0,True,60.0,150.0,,False,B,renovated,138887.74,50.84,4.31
978,6,8300,True,APARTMENT_BLOCK,535000.0,0.0,200.0,True,False,False,False,0.0,False,0.0,0.0,,False,F,renovated,362156.65,51.34,3.27
981,6,7000,True,APARTMENT_BLOCK,239000.0,6.0,150.0,False,False,False,False,0.0,False,0.0,0.0,,False,W,to_renovate,121323.49,50.45,3.95
982,6,5060,True,APARTMENT_BLOCK,415000.0,7.0,300.0,False,False,False,True,0.0,False,0.0,280.0,,False,W,good,116802.85,50.44,4.62
983,6,1700,True,APARTMENT_BLOCK,649000.0,3.0,280.0,False,False,False,False,0.0,False,0.0,225.0,,False,F,good,191450.77,50.84,4.27
990,6,4800,True,APARTMENT_BLOCK,250000.0,20.0,2400.0,True,False,False,True,0.0,False,0.0,1667.0,,False,W,good,119708.89,50.59,5.86
1000,6,4600,True,APARTMENT_BLOCK,235000.0,4.0,200.0,True,False,False,False,0.0,False,0.0,0.0,,False,W,good,71738.81,50.73,5.7
1011,6,1600,True,APARTMENT_BLOCK,1850000.0,12.0,650.0,False,False,False,True,0.0,False,0.0,0.0,,False,F,good,172337.54,50.78,4.25
1022,6,1070,True,APARTMENT_BLOCK,599000.0,6.0,276.0,False,False,False,False,0.0,False,0.0,0.0,,False,B,good,138887.74,50.84,4.31
1025,6,1080,True,APARTMENT_BLOCK,549000.0,5.0,270.0,True,False,False,True,3.0,True,40.0,0.0,,False,B,good,155348.19,50.85,4.32
1026,6,1000,True,APARTMENT_BLOCK,2975000.0,25.0,1193.0,True,False,False,True,0.0,False,0.0,8648.0,,False,B,good,188165.24,50.85,4.35
1027,6,1080,True,APARTMENT_BLOCK,2975000.0,25.0,1193.0,True,False,False,True,0.0,False,0.0,8648.0,,False,B,good,155348.19,50.85,4.32
1028,6,1050,True,APARTMENT_BLOCK,895000.0,7.0,350.0,True,False,False,True,20.0,True,75.0,186.0,,False,B,good,245049.04,50.82,4.38
1030,6,1040,True,APARTMENT_BLOCK,1750000.0,9.0,500.0,False,True,False,False,0.0,False,0.0,25.0,,False,B,good,209908.71,50.84,4.39
1051,6,1050,True,APARTMENT_BLOCK,450000.0,5.0,218.0,True,False,False,True,3.0,False,0.0,44.0,,False,B,good,245049.04,50.82,4.38
1055,6,2830,True,APARTMENT_BLOCK,695000.0,5.0,387.0,True,False,False,False,0.0,False,0.0,96.0,,False,F,good,184635.09,51.06,4.36
1059,6,1050,True,APARTMENT_BLOCK,770000.0,7.0,256.0,True,False,False,False,0.0,False,0.0,80.0,,False,B,good,245049.04,50.82,4.38
1066,6,1030,True,APARTMENT_BLOCK,750000.0,5.0,300.0,True,False,False,True,50.0,False,0.0,135.0,,False,B,good,175825.22,50.87,4.37
1077,6,1030,True,APARTMENT_BLOCK,315000.0,0.0,220.0,True,False,False,True,0.0,True,50.0,100.0,,False,B,to_renovate,175825.22,50.87,4.37
1078,6,4000,True,APARTMENT_BLOCK,335000.0,5.0,167.0,True,False,False,True,28.0,False,0.0,140.0,,False,W,good,120694.32,50.65,5.57
1090,6,8370,True,APARTMENT_BLOCK,685000.0,9.0,720.0,True,False,False,False,0.0,False,0.0,180.0,,False,F,to_renovate,160565.23,51.32,3.13
1091,6,1930,True,APARTMENT_BLOCK,235000.0,3.0,160.0,True,False,False,False,0.0,False,0.0,72.0,,False,F,to_renovate,197537.02,50.88,4.47
1092,6,4800,True,APARTMENT_BLOCK,170000.0,4.0,150.0,True,False,False,False,0.0,False,0.0,221.0,,False,W,to_renovate,119708.89,50.59,5.86
1097,6,4800,True,APARTMENT_BLOCK,275000.0,7.0,400.0,True,False,False,True,0.0,False,0.0,3305.0,,False,W,good,119708.89,50.59,5.86
1110,6,9470,True,APARTMENT_BLOCK,575000.0,6.0,350.0,False,False,False,False,0.0,False,0.0,215.0,,False,F,good,174269.12,50.88,4.07
1116,6,1180,True,APARTMENT_BLOCK,795000.0,5.0,232.0,False,False,False,True,0.0,True,190.0,301.0,,False,B,to_renovate,235984.43,50.8,4.34
1118,6,5500,True,APARTMENT_BLOCK,240000.0,2.0,210.0,True,False,False,False,0.0,False,0.0,90.0,,False,W,good,127675.53,50.26,4.91
1125,6,1180,True,APARTMENT_BLOCK,860000.0,3.0,280.0,True,False,False,True,20.0,True,90.0,182.0,,False,B,good,235984.43,50.8,4.34
1126,6,7800,True,APARTMENT_BLOCK,160000.0,2.0,70.0,True,False,False,False,0.0,False,0.0,77.0,,False,W,good,150938.68,50.64,3.79
1134,6,1080,True,APARTMENT_BLOCK,469000.0,6.0,315.0,True,False,False,True,32.0,True,29.0,130.0,,False,B,to_renovate,155348.19,50.85,4.32
1135,6,1200,True,APARTMENT_BLOCK,720000.0,5.0,290.0,True,False,False,True,10.0,False,0.0,200.0,,False,B,to_renovate,242944.1,50.85,4.43
1141,6,6200,True,APARTMENT_BLOCK,335000.0,4.0,265.0,True,True,False,True,12.0,False,0.0,110.0,,False,W,good,98329.92,50.4,4.52
1146,6,1040,True,APARTMENT_BLOCK,525000.0,4.0,240.0,True,False,False,True,0.0,False,0.0,160.0,,False,B,good,209908.71,50.84,4.39
1148,6,1080,True,APARTMENT_BLOCK,695000.0,11.0,455.0,True,False,False,True,92.0,False,0.0,265.0,,False,B,to_renovate,155348.19,50.85,4.32
1150,6,4430,True,APARTMENT_BLOCK,1200000.0,15.0,611.0,True,False,False,True,0.0,False,0.0,1029.0,,False,W,good,129908.0,50.66,5.52
1152,6,4000,True,APARTMENT_BLOCK,165000.0,3.0,140.0,True,False,False,False,0.0,False,0.0,55.0,,False,W,to_renovate,120694.32,50.65,5.57
1192,6,4300,True,APARTMENT_BLOCK,329000.0,6.0,220.0,True,False,False,True,40.0,True,672.0,882.0,,False,W,good,147912.36,50.7,5.25
1197,6,7000,True,APARTMENT_BLOCK,525000.0,8.0,330.0,True,False,False,False,0.0,False,0.0,1429.0,,False,W,good,121323.49,50.45,3.95
1214,6,4000,True,APARTMENT_BLOCK,278000.0,5.0,325.0,True,False,False,False,0.0,False,0.0,265.0,,False,W,to_renovate,120694.32,50.65,5.57
1219,6,1030,True,APARTMENT_BLOCK,489000.0,6.0,300.0,True,False,False,True,10.0,True,61.0,142.0,,False,B,good,175825.22,50.87,4.37
1221,6,1410,True,APARTMENT_BLOCK,1100000.0,0.0,400.0,False,False,False,False,0.0,False,0.0,156.0,,False,W,good,258339.37,50.72,4.4
1228,6,4900,True,APARTMENT_BLOCK,280000.0,8.0,250.0,False,False,True,True,15.0,False,0.0,714.0,,False,W,to_renovate,143193.98,50.49,5.86
1236,6,7800,True,APARTMENT_BLOCK,220000.0,2.0,106.0,True,False,False,False,0.0,False,0.0,0.0,,False,W,good,150938.68,50.64,3.79
1239,6,6690,True,APARTMENT_BLOCK,345000.0,5.0,280.0,True,False,False,False,0.0,False,0.0,151.0,,False,W,good,14238.36,50.29,5.92
1249,6,5000,True,APARTMENT_BLOCK,790000.0,3.0,375.0,True,False,False,True,0.0,False,0.0,500.0,,False,W,renovated,151615.67,50.46,4.85
1254,6,3770,True,APARTMENT_BLOCK,395000.0,5.0,140.0,True,False,False,False,0.0,False,0.0,1355.0,,False,F,good,34311.93,50.81,5.6
1263,6,1050,True,APARTMENT_BLOCK,795000.0,0.0,300.0,False,False,False,True,0.0,True,70.0,107.0,,False,B,to_renovate,245049.04,50.82,4.38
1274,6,4020,True,APARTMENT_BLOCK,1100000.0,12.0,603.0,True,False,False,True,0.0,False,0.0,0.0,,False,W,good,120694.32,50.65,5.57
1279,6,4020,True,APARTMENT_BLOCK,119000.0,2.0,160.0,False,False,False,False,0.0,False,0.0,107.0,,False,W,to_renovate,120694.32,50.65,5.57
1290,6,7500,True,APARTMENT_BLOCK,330000.0,3.0,227.0,True,False,False,False,0.0,False,0.0,300.0,,False,W,good,127234.19,50.61,3.39
1291,6,4300,True,APARTMENT_BLOCK,399000.0,6.0,277.0,True,False,False,False,0.0,False,0.0,505.0,,False,W,good,147912.36,50.7,5.25
1292,6,1170,True,APARTMENT_BLOCK,420000.0,4.0,265.0,False,False,False,False,0.0,False,0.0,85.0,,False,B,to_renovate,214295.23,50.8,4.42
1293,6,4020,True,APARTMENT_BLOCK,430000.0,6.0,190.0,False,False,False,False,0.0,True,21.0,193.0,,False,W,good,120694.32,50.65,5.57
1306,6,2550,True,APARTMENT_BLOCK,590000.0,6.0,293.0,False,False,False,False,0.0,True,50.0,193.0,,False,F,good,184047.05,51.13,4.45
1308,6,4820,True,APARTMENT_BLOCK,140000.0,3.0,145.0,True,False,False,False,0.0,False,0.0,0.0,,False,W,renovated,45751.09,50.61,5.85
1313,6,1082,True,APARTMENT_BLOCK,665000.0,5.0,435.0,False,False,False,False,0.0,True,30.0,110.0,,False,B,to_renovate,158266.07,50.86,4.29
1317,6,4000,True,APARTMENT_BLOCK,200000.0,5.0,132.0,True,False,False,False,0.0,False,0.0,70.0,,False,W,good,120694.32,50.65,5.57
1320,6,4700,True,APARTMENT_BLOCK,248000.0,2.0,85.0,True,False,False,False,0.0,False,0.0,0.0,,False,W,good,134259.68,50.63,6.03
1326,6,1400,True,APARTMENT_BLOCK,280000.0,1.0,130.0,False,False,False,False,0.0,False,0.0,0.0,,False,W,good,161899.67,50.59,4.33
1331,6,5030,True,APARTMENT_BLOCK,1254000.0,12.0,540.0,True,False,False,False,0.0,False,0.0,2350.0,,False,W,good,157813.87,50.56,4.7
1332,6,8580,True,APARTMENT_BLOCK,345000.0,4.0,488.0,True,False,False,True,0.0,False,0.0,283.0,,False,F,good,60630.63,50.78,3.45
1338,6,4430,True,APARTMENT_BLOCK,750000.0,6.0,323.0,True,False,False,True,19.0,False,0.0,140.0,,False,W,good,129908.0,50.66,5.52
1343,6,4800,True,APARTMENT_BLOCK,145000.0,5.0,290.0,True,False,False,False,0.0,False,0.0,120.0,,False,W,good,119708.89,50.59,5.86
1350,6,4020,True,APARTMENT_BLOCK,289000.0,4.0,145.0,False,False,False,False,0.0,False,0.0,55.0,,False,W,good,120694.32,50.65,5.57
1354,6,1300,True,APARTMENT_BLOCK,440000.0,3.0,195.0,True,False,False,False,0.0,False,0.0,0.0,,False,W,renovated,185376.33,50.72,4.61
1357,6,4020,True,APARTMENT_BLOCK,539000.0,9.0,435.0,True,False,False,False,0.0,False,0.0,154.0,,False,W,to_renovate,120694.32,50.65,5.57
1359,6,1000,True,APARTMENT_BLOCK,1250000.0,12.0,640.0,True,False,False,True,0.0,False,0.0,196.0,,False,B,good,188165.24,50.85,4.35
1362,6,6200,True,APARTMENT_BLOCK,150000.0,3.0,270.0,True,False,False,False,0.0,False,0.0,135.0,,False,W,good,98329.92,50.4,4.52
1363,6,4800,True,APARTMENT_BLOCK,184500.0,4.0,217.0,True,False,False,True,10.0,False,0.0,260.0,,False,W,to_renovate,119708.89,50.59,5.86
1370,6,5000,True,APARTMENT_BLOCK,300000.0,3.0,150.0,True,False,False,False,0.0,False,0.0,400.0,,False,W,renovated,151615.67,50.46,4.85
1373,6,2560,True,APARTMENT_BLOCK,1320000.0,12.0,402.0,False,False,False,True,0.0,False,0.0,642.0,,False,F,renovated,185509.32,51.16,4.67
1382,6,1000,True,APARTMENT_BLOCK,560000.0,5.0,250.0,False,False,False,False,0.0,False,0.0,46.0,,False,B,good,188165.24,50.85,4.35
1392,6,1060,True,APARTMENT_BLOCK,995000.0,6.0,385.0,True,False,False,False,0.0,False,0.0,120.0,,False,B,good,182463.35,50.83,4.35
1393,6,1630,True,APARTMENT_BLOCK,1100000.0,7.0,310.0,True,False,False,False,0.0,False,0.0,494.0,,False,F,good,21848.74,50.77,4.33
1402,6,5500,True,APARTMENT_BLOCK,198000.0,4.0,222.0,True,False,False,True,0.0,False,0.0,115.0,,False,W,good,127675.53,50.26,4.91
1410,6,5580,True,APARTMENT_BLOCK,315000.0,0.0,220.0,True,False,False,False,0.0,False,0.0,76.0,,False,W,good,29792.52,50.17,5.21
1414,6,5580,True,APARTMENT_BLOCK,395000.0,12.0,540.0,True,False,False,True,0.0,False,0.0,800.0,,False,W,to_renovate,29792.52,50.17,5.21
1422,6,1170,True,APARTMENT_BLOCK,945000.0,5.0,315.0,True,False,False,True,0.0,False,0.0,199.0,,False,B,good,214295.23,50.8,4.42
1425,6,2850,True,APARTMENT_BLOCK,259000.0,3.0,135.0,False,False,False,False,0.0,False,0.0,135.0,,False,F,good,149684.13,51.09,4.37
1438,6,4960,True,APARTMENT_BLOCK,575000.0,6.0,240.0,True,False,False,False,0.0,False,0.0,128.0,,False,W,renovated,108623.54,50.42,6.03
1449,6,4800,True,APARTMENT_BLOCK,255000.0,0.0,205.0,True,False,False,False,0.0,False,0.0,80.0,,False,W,good,119708.89,50.59,5.86
1452,6,4800,True,APARTMENT_BLOCK,309000.0,0.0,260.0,False,False,False,False,0.0,False,0.0,0.0,,False,W,to_renovate,119708.89,50.59,5.86
1455,6,7700,True,APARTMENT_BLOCK,385000.0,3.0,108.0,True,False,False,True,0.0,False,0.0,0.0,,False,W,renovated,130977.1,50.74,3.21
1460,6,1070,True,APARTMENT_BLOCK,574999.0,7.0,350.0,False,False,False,True,0.0,False,0.0,200.0,,False,B,to_renovate,138887.74,50.84,4.31
1464,6,6000,True,APARTMENT_BLOCK,1000000.0,10.0,678.0,True,False,False,False,0.0,False,0.0,360.0,,False,W,good,88085.67,50.42,4.45
1465,6,4020,True,APARTMENT_BLOCK,249000.0,3.0,105.0,True,False,False,False,0.0,False,0.0,0.0,,False,W,good,120694.32,50.65,5.57
1466,6,4000,True,APARTMENT_BLOCK,375000.0,3.0,270.0,True,False,False,True,15.0,True,90.0,200.0,,False,W,to_renovate,120694.32,50.65,5.57
1467,6,5580,True,APARTMENT_BLOCK,410000.0,3.0,200.0,True,False,False,True,0.0,False,0.0,650.0,,False,W,renovated,29792.52,50.17,5.21
1472,6,1070,True,APARTMENT_BLOCK,690000.0,8.0,850.0,False,False,False,True,0.0,False,0.0,0.0,,False,B,good,138887.74,50.84,4.31
1479,6,5000,True,APARTMENT_BLOCK,395000.0,7.0,165.0,True,True,False,True,0.0,False,0.0,167.0,,False,W,good,151615.67,50.46,4.85
1482,6,4000,True,APARTMENT_BLOCK,450000.0,5.0,240.0,True,True,False,False,0.0,False,0.0,110.0,,False,W,good,120694.32,50.65,5.57
1487,6,6220,True,APARTMENT_BLOCK,358000.0,8.0,292.0,True,False,False,False,0.0,False,0.0,1004.0,,False,W,good,91631.6,50.47,4.54
1491,6,6000,True,APARTMENT_BLOCK,850000.0,22.0,500.0,False,False,False,False,0.0,False,0.0,130.0,,False,W,to_renovate,88085.67,50.42,4.45
1493,6,1000,True,APARTMENT_BLOCK,1150000.0,7.0,450.0,True,False,False,True,0.0,False,0.0,200.0,,False,B,to_renovate,188165.24,50.85,4.35
1502,6,4000,True,APARTMENT_BLOCK,450000.0,7.0,150.0,False,True,False,True,0.0,True,56.0,150.0,,False,W,good,120694.32,50.65,5.57
1509,6,4100,True,APARTMENT_BLOCK,1800000.0,17.0,789.0,True,False,False,True,67.0,False,0.0,867.0,,False,W,good,123502.89,50.6,5.51
1516,6,4800,True,APARTMENT_BLOCK,245000.0,6.0,334.0,False,False,False,True,0.0,False,0.0,0.0,,False,W,good,119708.89,50.59,5.86
1517,6,7500,True,APARTMENT_BLOCK,270000.0,0.0,525.0,False,False,False,False,0.0,False,0.0,245.0,,False,W,to_renovate,127234.19,50.61,3.39
1521,6,1030,True,APARTMENT_BLOCK,465000.0,8.0,280.0,False,False,False,False,0.0,False,0.0,0.0,,False,B,good,175825.22,50.87,4.37
1529,6,2160,True,APARTMENT_BLOCK,595000.0,6.0,280.0,True,False,False,True,0.0,False,0.0,391.0,,False,F,good,174929.53,51.2,4.52
1532,6,1180,True,APARTMENT_BLOCK,675000.0,5.0,200.0,False,False,False,True,8.0,False,0.0,0.0,,False,B,good,235984.43,50.8,4.34
1534,6,4800,True,APARTMENT_BLOCK,185000.0,0.0,300.0,False,False,False,False,0.0,False,0.0,0.0,,False,W,to_renovate,119708.89,50.59,5.86
1536,6,1050,True,APARTMENT_BLOCK,1195000.0,0.0,350.0,True,False,False,True,0.0,False,0.0,0.0,,False,B,good,245049.04,50.82,4.38
1544,6,5300,True,APARTMENT_BLOCK,189000.0,3.0,215.0,False,False,False,False,0.0,False,0.0,0.0,,False,W,to_renovate,135774.22,50.49,5.1
1558,6,4000,True,APARTMENT_BLOCK,325000.0,5.0,237.0,False,False,False,True,0.0,True,53.0,187.0,,False,W,to_renovate,120694.32,50.65,5.57
1566,6,5500,True,APARTMENT_BLOCK,399000.0,0.0,400.0,True,False,False,False,0.0,False,0.0,0.0,,False,W,to_renovate,127675.53,50.26,4.91
1572,6,2590,True,APARTMENT_BLOCK,319000.0,4.0,213.0,True,False,False,True,0.0,False,0.0,215.0,,False,F,good,68153.15,51.1,4.66
1573,6,3500,True,APARTMENT_BLOCK,365000.0,3.0,230.0,True,False,False,True,0.0,False,0.0,200.0,,False,F,good,176264.4,50.93,5.34
1577,6,8820,True,APARTMENT_BLOCK,1250000.0,11.0,598.0,False,False,False,False,0.0,False,0.0,585.0,,False,F,good,150670.45,51.06,3.09
1579,6,1060,True,APARTMENT_BLOCK,475000.0,2.0,235.0,True,False,False,False,0.0,False,0.0,0.0,,False,B,good,182463.35,50.83,4.35
1586,6,1300,True,APARTMENT_BLOCK,670000.0,9.0,500.0,False,False,False,True,0.0,False,0.0,190.0,,False,W,to_renovate,185376.33,50.72,4.61
1591,6,4000,True,APARTMENT_BLOCK,429000.0,6.0,245.0,False,False,False,True,15.0,False,0.0,135.0,,False,W,good,120694.32,50.65,5.57
